uniprotAC,superkingdom,phylum,class,order,family,genus,species,deepfri prediction1,deepfri prediction2
U1NBW9,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,Halonotius sp. J07HN6,acting on a protein,ubiquitin-like protein transferase activity
A0A2R6H1T8,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_6_64_34,calcium ion binding,
U1NF82,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,transition metal ion binding,
A0A2R6DYM2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QH_7_69_31,lyase activity,
A0A2R6E8Z3,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QH_1_68_42,DNA binding,
A0A1H8W3F8,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis persicus,heme binding,tetrapyrrole binding
U1ND35,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,Halonotius sp. J07HN6,lyase activity,
D8JC60,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halalkalicoccus,Halalkalicoccus jeotgali,RNA binding,
A0A2R6E0B5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QH_7_69_31,heme binding,transition metal ion binding
A0A2R6JF52,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_8_69_73,acting on single donors with incorporation of molecular oxygen,dioxygenase activity
A0A166SGV0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,Haladaptatus sp. R4,structural molecule activity,
M0FAK0,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum hochstenium,acting on single donors with incorporation of molecular oxygen,transition metal ion binding
A0A1U7EYX0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,DNA binding,
M0DE84,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum terrestre,heme binding,tetrapyrrole binding
A0A7U3WBQ4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex litoreum,lyase activity,carbon-oxygen lyase activity
A0A4U7CT85,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SD690R,acting on a protein,
O51956,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,acting on a protein,ubiquitin-like protein transferase activity
M0BGC0,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax asiaticus,acting on a protein,acting on ester bonds
A0A2R6H7C5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_69_34,lyase activity,RNA binding
A0A2R6FM87,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_1_69_70,heme binding,tetrapyrrole binding
G0LJP7,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,DNA binding,
F7PQ79,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea,acting on ester bonds,transition metal ion binding
V4YCN6,Archaea,,,,,,uncultured archaeon A07HR60,DNA binding,RNA binding
M0M4T4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus morrhuae,transition metal ion binding,
L9Z2A3,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema gari,acting on a protein,
A0A1N7HBK5,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum thiooxidans,acting on a protein,
A0A2R6GCX2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_69_225,lyase activity,
A0A133UIN7,Archaea,Euryarchaeota,,,,,candidate division MSBL1 archaeon SCGC-AAA259E19,structural molecule activity,structural constituent of ribosome
M0JVX2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula californiae,acting on a protein,isomerase activity
A0A1Q9NCV2,Archaea,Candidatus Heimdallarchaeota,,,,,Heimdallarchaeota archaeon (strain LC_2),transporter activity,transmembrane transporter activity
A0A524F226,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,nuclease activity,acting on ester bonds
A0A5C9ET27,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,signaling receptor binding,receptor ligand activity
A0A5C9EDD4,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,acting on a protein,peptidase activity
A0A1Q9MQA4,Archaea,Candidatus Lokiarchaeota,,,,,Lokiarchaeota archaeon (strain CR_4),transferring phosphorus-containing groups,alcohol group as acceptor
A0A524F811,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,acting on ester bonds,acting on a protein
A0A524CNI5,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,transition metal ion binding,DNA binding
A0A1Q9NAZ7,Archaea,Candidatus Heimdallarchaeota,,,,,Candidatus Heimdallarchaeota archaeon LC_3,carbohydrate derivative binding,ribonucleotide binding
A0A532TQY9,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon Loki_b31,alcohol group as acceptor,molecular function regulator
A0A524EVX9,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,DNA binding,carbohydrate derivative binding
A0A523RA70,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,molecular function regulator,DNA binding
A0A524FF97,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,acting on ester bonds,acting on a protein
A0A532TMK4,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon Loki_b32,acting on ester bonds,
A0A524FDP1,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,acting on RNA,
A0A524CK59,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,acting on a protein,
A0A532TGL5,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon Loki_b31,DNA binding,
A0A524DB40,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,signaling receptor binding,receptor ligand activity
A0A1Q9P309,Archaea,Candidatus Heimdallarchaeota,,,,,Heimdallarchaeota archaeon (strain LC_2),DNA binding,transcription regulator activity
A0A523TEQ0,Archaea,Candidatus Heimdallarchaeota,,,,,Candidatus Heimdallarchaeota archaeon,ribonucleotide binding,carbohydrate derivative binding
A0A524FPM7,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,acting on ester bonds,nuclease activity
A0A1Q9MSN6,Archaea,Candidatus Lokiarchaeota,,,,,Lokiarchaeota archaeon (strain CR_4),ribonucleotide binding,carbohydrate derivative binding
A0A0F8V891,Archaea,Candidatus Lokiarchaeota,,,,Candidatus Lokiarchaeum,Lokiarchaeum sp. (strain GC14_75),acting on a protein,molecular function regulator
A0A1Q9MUQ8,Archaea,Candidatus Lokiarchaeota,,,,,Lokiarchaeota archaeon (strain CR_4),structural molecule activity,
A0A524FGX4,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,carbohydrate derivative binding,DNA binding
A0A1I6SQD3,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halostagnicola,Halostagnicola kamekurae,acting on a sulfur group of donors,
A0A2R6LZ73,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_7_65_23,acting on a protein,ribonucleotide binding
A0A2R6LI71,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_9_68_42,DNA binding,RNA binding
A0A2R6E3F1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QH_7_69_31,lyase activity,carbohydrate derivative binding
L9WHV2,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnohabitans,Natronolimnohabitans innermongolicus,transition metal ion binding,lyase activity
A0A5J5LPN8,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,peptidoglycan muralytic activity,acting on ester bonds
A0A2R6J9L1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_7_68_65,acting on ester bonds,
A0A2P4NM80,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax marisrubri,lyase activity,carbon-oxygen lyase activity
C7NUF2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus utahensis,acting on a protein,peptidase activity
A0A1N7FG76,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum daqingense,lyase activity,hydro-lyase activity
A0A4U7CM86,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. ARQ200,monooxygenase activity,acting on carbohydrates and derivatives
L9Y0A0,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema versiforme,isomerase activity,lyase activity
A0A1I5WHN7,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina pelagica,lyase activity,carbon-oxygen lyase activity
A0A0P7FS36,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina pelagica,acting on a protein,acting on ester bonds
A0A371M0Y3,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax sp. Atlit-4N,transferring acyl groups other than amino-acyl groups,transferring acyl groups
U1NJG7,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,transition metal ion binding,acting on a protein
A0A2R6M3U5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_6_65_15,dioxygenase activity,lyase activity
A0A2R6IMX4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_5_68_33,carbon-oxygen lyase activity,transition metal ion binding
V4XYI3,Archaea,,,,,,uncultured archaeon A07HB70,acting on a protein,carbohydrate derivative binding
L9VPJ3,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum tibetense,isomerase activity,
M0NK86,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum lipolyticum,lyase activity,
A0A3A5JK66,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sp. IIIV-5B,RNA binding,lyase activity
A0A0F7PF59,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sulfurireducens,carbohydrate derivative binding,ribonucleotide binding
G0LKK4,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,lyase activity,hydro-lyase activity
A0A151ABA2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halalkalicoccus,Halalkalicoccus paucihalophilus,carbohydrate binding,
M0EAS6,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum coriense,lyase activity,carbon-oxygen lyase activity
A0A343TGR4,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halalkaliarchaeum,Halalkaliarchaeum desulfuricum,peptidoglycan muralytic activity,hydrolyzing O-glycosyl compounds
A0A2R6N262,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_8_66_22,hydro-lyase activity,transition metal ion binding
A0A365T7W3,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,halophilic archaeon,transition metal ion binding,acting on a protein
A0A2R6FYS3,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_3_64_16,carbon-oxygen lyase activity,lyase activity
A0A1M5PEU1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halobaculum,Halobaculum gomorrense,transmembrane transporter activity,transporter activity
A0A3A5JJ38,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sp. IIIV-5B,lyase activity,
A0A2R6DLP7,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QH_6_64_20,purine ribonucleotide binding,carbohydrate derivative binding
V4XPH6,Archaea,,,,,,uncultured archaeon A07HR60,transition metal ion binding,lyase activity
M0KC34,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula amylolytica,lyase activity,
A0A2R6HJ59,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_66_20,carbon-oxygen lyase activity,hydro-lyase activity
A0A1G7RWQ9,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis regularis,dioxygenase activity,acting on a sulfur group of donors
U1N8A9,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,lyase activity,
A0A5P9P881,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum aibiense,acting on ester bonds,signaling receptor binding
A0A1I5ULQ1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina pelagica,transition metal ion binding,
A0A2R6HNE8,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_62_28,transition metal ion binding,
A0A4D6HUW1,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum bangense,lyase activity,hydro-lyase activity
J3EU38,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogranum,Halogranum salarium,acting on ester bonds,nuclease activity
A0A2R6GBE0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_1_68_20,acting on a protein,carbohydrate derivative binding
M0N517,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus salifodinae,acting on a protein,zinc ion binding
U1R2X2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,halophilic archaeon J07HB67,acting on a protein,ubiquitin-like protein transferase activity
A0A1H7V5N0,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax larsenii,acting on a protein,acting on ester bonds
A0A2R6IFA0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_69_31,carbon-oxygen lyase activity,hydro-lyase activity
M0DTS5,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum saccharovorum,lyase activity,carbon-oxygen lyase activity
M0N1Z4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus morrhuae,acting on a protein,peptidase activity
A0A2G1WM79,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum persicum,acting on a protein,peptidase activity
A0A2R6H6L4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_69_34,acting on ester bonds,nuclease activity
A0A1J4LQC6,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba,Natrialba sp. SSL1,zinc ion binding,acting on a protein
M0N583,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus thailandensis,acting on a protein,peptidase activity
A0A2R6EWN6,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QH_7_66_36,isomerase activity,lyase activity
M0D983,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,Halogeometricum pallidum,acting on ester bonds,lyase activity
G0HZ71,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,acting on ester bonds,phosphoric ester hydrolase activity
A0A2R6K8F8,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_9_67_17,acting on ester bonds,acting on a protein
V4YCP7,Archaea,,,,,,uncultured archaeon A07HN63,acting on ester bonds,lipid binding
A0A2R6LG54,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_5_70_135,quinone binding,acting on NAD(P)H
M0HXA7,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax sulfurifontis,hydro-lyase activity,carbon-oxygen lyase activity
A0A1S8AU68,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema saccharevitans,lyase activity,hydro-lyase activity
L9WP58,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnohabitans,Natronolimnohabitans innermongolicus,acting on a protein,zinc ion binding
Q9HHH2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,transition metal ion binding,
A0A1P8RI12,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum daqingense,acting on ester bonds,acting on a protein
A0A1N7CZY9,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,Haladaptatus litoreus,acting on a protein,peptidase activity
F7PEZ5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea,transferring phosphorus-containing groups,transporter activity
A0A4D6HGK8,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum salinum,acting on ester bonds,acting on a protein
A0A0P7HQJ2,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina pelagica,lyase activity,hydro-lyase activity
A0A2R6JBJ6,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_8_69_73,transition metal ion binding,zinc ion binding
A0A2R6GN09,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_69_225,carbohydrate derivative binding,ribonucleotide binding
A0A1Y3AC64,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SD683,transition metal ion binding,acting on a protein
U1NA00,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,transition metal ion binding,acting on a protein
A0A256IE47,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum halodurans,acting on ester bonds,nuclease activity
A0A2R6H2K0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_6_64_34,RNA binding,sulfurtransferase activity
A0A0C9NJ41,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,Candidatus Brocadia sinica,acting on ester bonds,acting on a protein
A0A2M7CL11,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG03_land_8_20_14_0_80_58_20,DNA binding,transferring phosphorus-containing groups
A0A662D0K0,Bacteria,Candidatus Aerophobetes,,,,,Aerophobetes bacterium,acting on ester bonds,DNA binding
A0A151AT15,Bacteria,Bacillota,Clostridia,Moorellales,Moorellaceae,Moorella,Moorella mulderi,transferring phosphorus-containing groups,RNA binding
A0A2I0NFC3,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Candidatus Methanoperedenaceae,,Candidatus Methanoperedenaceae archaeon HGW-Methanoperedenaceae-1,DNA binding,transferring phosphorus-containing groups
B5YCR9,Bacteria,Dictyoglomota,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum,DNA binding,DNA-binding transcription factor activity
A0A1W9UXV2,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_5.1,DNA binding,RNA binding
A0A1F8TSM4,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium RIFOXYD12_FULL_57_15,DNA binding,transcription regulator activity
A0A497L478,Archaea,Candidatus Bathyarchaeota,,,,,Candidatus Bathyarchaeota archaeon,acting on ester bonds,DNA binding
A2BN76,Archaea,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Hyperthermus butylicus,nuclease activity,acting on ester bonds
A0A419GQD4,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,Nitrospiraceae bacterium,DNA binding,transcription regulator activity
A0A554L3K9,Bacteria,,,,,,Microgenomates group bacterium Gr01-1014_7,methyltransferase activity,RNA binding
A0A662W0R0,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,,,Archaeoglobales archaeon,DNA binding,
A0A1G1HPP7,Bacteria,Nitrospirota,,,,,Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12,acting on ester bonds,acting on a protein
A0A662RJR7,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon,DNA binding,structural molecule activity
A0A497NV63,Archaea,Candidatus Bathyarchaeota,,,,,Candidatus Bathyarchaeota archaeon,DNA binding,transcription regulator activity
A0A1G3XYA8,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12,DNA binding,transcription regulator activity
A0A1F9U1B9,Bacteria,Elusimicrobiota,,,,,Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_54_10,DNA binding,DNA-binding transcription factor activity
A0A5E4KWG9,Archaea,,,,,,Uncultured archaeon,acting on ester bonds,
A0A1F7Y0J8,Bacteria,Candidatus Woesebacteria,,,,,Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_38_9b,DNA binding,structural molecule activity
A0A3M1FYP3,Bacteria,Nitrospirota,,,,,Nitrospirota bacterium,DNA binding,
A0A1W9XAP1,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium 4572_88,DNA binding,transcription regulator activity
A0A7G9ZAH9,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon ANME-1 ERB7,acting on ester bonds,nuclease activity
A0A661LS76,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,ribonucleotide binding,carbohydrate derivative binding
A0A1F7IF39,Bacteria,Candidatus Roizmanbacteria,,,,,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_35_13,RNA binding,DNA binding
A0A0B0EL16,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua brodae,acting on DNA,DNA binding
A0A1F7RZW6,Bacteria,Candidatus Schekmanbacteria,,,,,Candidatus Schekmanbacteria bacterium RBG_16_38_11,DNA binding,transcription regulator activity
A0A6F8ZCI4,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Candidatus Hydrogenisulfobacillus,Candidatus Hydrogenisulfobacillus filiaventi,lyase activity,hydro-lyase activity
A0A1G3Y786,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12,acting on a protein,
A0A520K1Q7,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon,DNA binding,transcription regulator activity
A0A662HLP3,Archaea,Thermoproteota,Thermoprotei,,,,Thermoprotei archaeon,DNA binding,transcription regulator activity
A0A1F8U8K6,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium RIFOXYD12_FULL_57_15,DNA binding,transcription regulator activity
A0A2H5VH90,Bacteria,,,,,,bacterium HR07,lyase activity,carbon-oxygen lyase activity
A0A2M7CGT1,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium CG03_land_8_20_14_0_80_45_14,acting on ester bonds,DNA binding
A0A523R863,Bacteria,Candidatus Cloacimonadota,,,,,Cloacimonadota bacterium,DNA binding,lyase activity
A0A2M7AK45,Bacteria,Armatimonadota,,,,,Armatimonadetes bacterium CG07_land_8_20_14_0_80_40_9,DNA binding,transferring glycosyl groups
A0A2T2WGU4,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Sulfobacillus acidophilus,acting on ester bonds,phosphoric ester hydrolase activity
A0A1F4QUG5,Bacteria,,,,,,candidate division KSB1 bacterium RBG_16_48_16,DNA binding,acting on ester bonds
A0A6N6S372,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,Candidatus Brocadia sp,DNA binding,
A0A2G9Y5V8,Bacteria,Candidatus Roizmanbacteria,,,,,Candidatus Roizmanbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_35_49,acting on RNA,RNA binding
A0A662UV27,Archaea,Thermoproteota,Thermoprotei,,,,Thermoprotei archaeon,DNA binding,DNA-binding transcription factor activity
A0A497BCV7,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,
A0A1G1DG21,Bacteria,Nitrospinota,,,,,Nitrospinae bacterium RIFCSPLOWO2_01_FULL_39_10,DNA binding,transcription regulator activity
A0A0B0EKR1,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua brodae,DNA binding,transcription regulator activity
A0A0M9EA28,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Candidatus Magnetomoraceae,Candidatus Magnetomorum,Candidatus Magnetomorum sp. HK-1,acting on ester bonds,DNA binding
A0A1G1E5Z6,Bacteria,Nitrospinota,,,,,Nitrospinae bacterium RIFCSPLOWO2_12_FULL_45_22,acting on DNA,DNA binding
A0A5E4L4D6,Archaea,,,,,,Uncultured archaeon,DNA binding,transcription regulator activity
A0A1G3XV00,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12,DNA binding,transcription regulator activity
A0A537H028,Archaea,Candidatus Bathyarchaeota,,,,,Candidatus Bathyarchaeota archaeon,carbohydrate derivative binding,ribonucleotide binding
A0A1J4SDU5,Bacteria,Candidatus Desantisbacteria,,,,,Candidatus Desantisbacteria bacterium CG1_02_38_46,lyase activity,carbon-oxygen lyase activity
A0A661VGG6,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,isomerase activity,lyase activity
